experiment,subset,outcome,model,predictors,n,k,ols_r2,adj_r2,rmse,aic,spearman_first_predictor,abs_spearman_first_predictor
lora_rank,nondiverged,forgetting_loss,intruder_count,intruder_count,60,2,0.1301551873175193,0.11515786296092478,0.05495083472882521,-344.15796888618115,-0.42825127962028064,0.42825127962028064
lora_rank,nondiverged,forgetting_loss,intruder_energy,intruder_energy,60,2,0.08054490565647399,0.06469223161606841,0.056496125726181956,-340.82998570906676,-0.4281257580697323,0.4281257580697323
lora_rank,nondiverged,forgetting_loss,gradient_detectable,gradient_detectable_rank,60,2,6.99034351420158e-05,-0.017170270643562358,0.05891667445071493,-335.79573567318783,0.018335880160230852,0.018335880160230852
lora_rank,nondiverged,forgetting_loss,rank,log2_rank,60,2,4.8011594699914895e-12,-0.01724137930546088,0.05891873379750632,-335.79154132076707,,
lora_rank,nondiverged_drop_top5pct_outcome,forgetting_loss,adapter_frobenius,adapter_frobenius,57,2,0.9832134912257626,0.982908281975322,0.007546453427155634,-553.0812420741146,0.9292844179414053,0.9292844179414053
lora_rank,nondiverged_drop_top5pct_outcome,forgetting_loss,adapter_overlap_true,adapter_mean_overlap_true,57,2,0.9563046314496035,0.9555101702032327,0.012175320677753437,-498.5512465465526,0.887671765620949,0.887671765620949
lora_rank,nondiverged_drop_top5pct_outcome,forgetting_loss,adapter_detectable_plus_alpha,"adapter_detectable_rank,log2_alpha",57,3,0.8814784475132258,0.877088760384086,0.02005216968493205,-439.67364243863926,,
lora_rank,nondiverged_drop_top5pct_outcome,forgetting_loss,alpha,log2_alpha,57,2,0.838441068432566,0.8355036333131581,0.023411443459456935,-424.0164585909144,0.9272128854601994,0.9272128854601994
lora_rank,nondiverged_drop_top5pct_outcome,forgetting_loss,rank_plus_alpha,"log2_rank,log2_alpha",57,3,0.8384410684325659,0.8324574043004388,0.023411443459456942,-422.0164585909144,,
lora_rank,nondiverged_drop_top5pct_outcome,forgetting_loss,log_adapter_frobenius,log10_adapter_frobenius,57,2,0.7285370716801012,0.7236013820742848,0.030347154104009445,-394.43598893935086,0.9292844179414053,0.9292844179414053
lora_rank,nondiverged_drop_top5pct_outcome,forgetting_loss,adapter_stable_rank,adapter_stable_rank,57,2,0.6437772598036449,0.6373004827091657,0.03476350243364395,-378.94734339756303,0.7508426238008815,0.7508426238008815
lora_rank,nondiverged_drop_top5pct_outcome,forgetting_loss,adapter_detectable,adapter_detectable_rank,57,2,0.6169576146383561,0.6099932076317808,0.03604841066252107,-374.8097453271332,0.7407920612059482,0.7407920612059482
lora_rank,nondiverged_drop_top5pct_outcome,forgetting_loss,adapter_effective_rank,adapter_effective_rank,57,2,0.5091452721728682,0.5002206407578293,0.0408074253136891,-360.6735991766609,0.6639875550946333,0.6639875550946333
lora_rank,nondiverged_drop_top5pct_outcome,forgetting_loss,intruder_count,intruder_count,57,2,0.12821761563719392,0.1123670268305974,0.05438344934566782,-327.9332768780417,-0.438332811766559,0.438332811766559
lora_rank,nondiverged_drop_top5pct_outcome,forgetting_loss,intruder_energy,intruder_energy,57,2,0.07923190057803609,0.062490662406727626,0.055890479747455445,-324.8171792849108,-0.43819005733820754,0.43819005733820754
