target,predictor,n,r2_log2_target,spearman,rmse_log2,run_dir,condition,seed
penalized_rank_lambda_0.1,gradient_effective_rank,48,0.5965711397113789,0.7028180838816519,0.6079758953002826,runs/20260612_201022_stage4_sample_s107,sample_limited,107
penalized_rank_lambda_0.15,gradient_effective_rank,48,0.6617851515131945,0.751585968924134,0.5598272541408428,runs/20260612_201022_stage4_sample_s107,sample_limited,107
penalized_rank_lambda_0.2,gradient_effective_rank,48,0.6195147254250901,0.737339733896858,0.5522823156114012,runs/20260612_201022_stage4_sample_s107,sample_limited,107
penalized_rank_lambda_0.3,gradient_effective_rank,48,0.5991766835600661,0.7286929460722714,0.4746463389136661,runs/20260612_201022_stage4_sample_s107,sample_limited,107
penalized_rank_lambda_0.5,gradient_stable_rank,48,0.5966117878224599,0.7518491726200899,0.4330271230008616,runs/20260612_201022_stage4_sample_s107,sample_limited,107
recovery_rank_0.5,gradient_stable_rank,47,0.3833487999850283,0.6786931785864786,0.6462309134445307,runs/20260612_201022_stage4_sample_s107,sample_limited,107
recovery_rank_0.6,gradient_effective_rank,47,0.4389987565846832,0.7215637814211645,0.7076809569366524,runs/20260612_201022_stage4_sample_s107,sample_limited,107
recovery_rank_0.7,gradient_effective_rank,45,0.5251838305519609,0.7350891261246048,0.8038774438250916,runs/20260612_201022_stage4_sample_s107,sample_limited,107
recovery_rank_0.8,gradient_effective_rank,34,0.721720450589004,0.8543334219595862,0.7252495188467158,runs/20260612_201022_stage4_sample_s107,sample_limited,107
recovery_rank_0.85,gradient_effective_rank,27,0.4986174562847458,0.613708814474093,1.0013815893207283,runs/20260612_201022_stage4_sample_s107,sample_limited,107
recovery_rank_0.9,gradient_detectable_rank,12,0.3320705225909208,0.4840620011959674,1.1294068203642984,runs/20260612_201022_stage4_sample_s107,sample_limited,107
near_best_rank_gap_0.02,predicted_rank_whitened_effective,48,0.5022726678217889,0.5429291332677236,0.8518429033211659,runs/20260612_202808_stage4_sample_s109,sample_limited,109
near_best_rank_gap_0.05,predicted_rank_whitened_effective,48,0.6347752750208465,0.7368960033547336,0.7921940913577605,runs/20260612_202808_stage4_sample_s109,sample_limited,109
near_best_rank_gap_0.1,gradient_effective_rank,48,0.6696386618618808,0.7595359201557594,0.586133815697449,runs/20260612_202808_stage4_sample_s109,sample_limited,109
near_best_rank_gap_0.2,gradient_stable_rank,48,0.6146944506283464,0.7298917446448716,0.5106042816203475,runs/20260612_202808_stage4_sample_s109,sample_limited,109
near_best_rank_gap_0.5,predicted_rank_raw_stable,48,0.2480668411697205,0.489542057945573,0.4977018659549902,runs/20260612_202808_stage4_sample_s109,sample_limited,109
penalized_rank_lambda_0.03,gradient_effective_rank,48,0.5087989619772,0.5122760594616748,0.7341367001432628,runs/20260612_202808_stage4_sample_s109,sample_limited,109
penalized_rank_lambda_0.05,predicted_rank_whitened_effective,48,0.5380753138075314,0.6160614571153002,0.8028507870905643,runs/20260612_202808_stage4_sample_s109,sample_limited,109
penalized_rank_lambda_0.08,predicted_rank_whitened_effective,48,0.6087168053610638,0.7291169762489418,0.7098443560125706,runs/20260612_202808_stage4_sample_s109,sample_limited,109
penalized_rank_lambda_0.1,predicted_rank_whitened_effective,48,0.5609313820963484,0.6839495141854924,0.6891265467891509,runs/20260612_202808_stage4_sample_s109,sample_limited,109
penalized_rank_lambda_0.15,gradient_effective_rank,48,0.5853363495529803,0.7125145635237929,0.6603640965647208,runs/20260612_202808_stage4_sample_s109,sample_limited,109
penalized_rank_lambda_0.2,gradient_effective_rank,48,0.4821954496076281,0.612172780744433,0.6756109124105942,runs/20260612_202808_stage4_sample_s109,sample_limited,109
