run,seed,budget,rule,loss_delta_vs_uniform_fill,acc_delta_vs_uniform_fill,loss_ratio_vs_uniform_fill,actual_cost,uniform_fill_cost,task,task_family
20260611_134355_assoc_small_step4_s303,303,1024,marginal_gain_soft,0.0016981463413686,0.0,1.0845493398395136,1024,1024,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,1536,uniform,0.0133007121039554,0.0,2.4513683225079457,1408,1536,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,1536,effective_rank,-0.0015411942731589,0.0,0.8318255045736771,1536,1536,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,1536,soft_dimension,0.4570037928642705,-0.1083984375,50.8680689458677,1536,1536,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,1536,gradient_norm,-0.0041323218028993,0.0,0.549082717055923,1536,1536,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,1536,marginal_gain_edge,-0.0011300821206533,0.0,0.8766858962941506,1472,1536,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,1536,marginal_gain_soft,-0.0032369330292568,0.0,0.6467871777071315,1536,1536,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,2048,uniform,0.0088181222672574,0.0,2.993667933481804,1408,2048,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,2048,effective_rank,-0.0010383999324404,0.0,0.7652306710326465,2048,2048,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,2048,soft_dimension,-0.0015895672258921,0.0,0.6406185908601212,2048,2048,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,2048,gradient_norm,-0.002037488098722,0.0,0.5393492441859461,2048,2048,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,2048,marginal_gain_edge,-0.0017986272869166,0.0,0.5933527073529371,2048,2048,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,2048,marginal_gain_soft,-0.0018887427868322,0.0,0.5729787119550153,2048,2048,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,3072,uniform,0.000353391689714,0.0,1.1895068235636004,2816,3072,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,3072,effective_rank,0.0003413701488171,0.0,1.1830602542298017,3072,3072,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,3072,soft_dimension,-0.0002687538508325,0.0,0.8558803444614796,3072,3072,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,3072,gradient_norm,-0.0001936565677168,0.0,0.8961513751499098,3072,3072,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,3072,marginal_gain_edge,-0.0001068883575498,0.0,0.942680957971594,3072,3072,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,3072,marginal_gain_soft,-0.0004010880657005,0.0,0.7849159232870417,3072,3072,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,4096,uniform,0.0019115785835311,0.0,2.177726406110021,2816,4096,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,4096,effective_rank,-0.000408757769037,0.0,0.7481637310414742,4096,4096,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,4096,soft_dimension,-0.0005423062539193,0.0,0.6658843110391153,4096,4096,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,4096,gradient_norm,-0.0005617474816972,0.0,0.6539065417135468,4096,4096,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,4096,marginal_gain_edge,-0.0002644158521434,0.0,0.8370930005461118,4096,4096,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,4096,marginal_gain_soft,0.0002003306290135,0.0,1.1234239982465208,4096,4096,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,6144,uniform,-0.0001504663086962,0.0,0.8798280531361069,5632,6144,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,6144,effective_rank,-4.184474528300011e-05,0.0,0.966580129796134,6144,6144,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,6144,soft_dimension,-0.0001210368645843,0.0,0.9033322756075288,6144,6144,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,6144,gradient_norm,-0.000181117808097,0.0,0.8553478197256582,6144,6144,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,6144,marginal_gain_edge,-0.0001376645232084,0.0,0.8900523717807345,6144,6144,assoc,assoc
20260611_134355_assoc_small_step4_s303,303,6144,marginal_gain_soft,0.0001021006173686,0.0,1.081544035149923,6144,6144,assoc,assoc
